Planet Name,Host Name,Planet Letter,Default Parameter Set,Number of Stars,Number of Planets,Discovery Method,Discovery Year,Discovery Facility,Solution Type,Planetary Parameter Reference,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) Provenance,Eccentricity,Equilibrium Temperature [K],Inclination [deg],Data show Transit Timing Variations,Stellar Parameter Reference,Spectral Type,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],System Parameter Reference,RA [sexagesimal],RA [deg],Dec [sexagesimal],Dec [deg],Distance [pc],V (Johnson) Magnitude,Ks (2MASS) Magnitude,Gaia Magnitude,Date of Last Update,Planetary Parameter Reference Publication Date,Release Date
Kepler-755 b,Kepler-755,b,1,2,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.26909037,1.760,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5043.00,0.77,0.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m26.62s,296.8609348,+41d05m50.34s,41.0973178,399.0340000,14.2770000,11.8790000,14.0242000,2016-05-06,2016-05,2016-05-10
Kepler-755 c,Kepler-755,c,1,2,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.85313364,1.260,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5043.00,0.77,0.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m26.62s,296.8609348,+41d05m50.34s,41.0973178,399.0340000,14.2770000,11.8790000,14.0242000,2016-05-06,2016-05,2016-05-10
Kepler-756 b,Kepler-756,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.22486632,1.120,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5282.00,0.79,0.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m25.91s,290.6079736,+41d12m03.94s,41.2010940,,15.9860000,13.5350000,15.3912000,2016-05-06,2016-05,2016-05-10
Kepler-757 b,Kepler-757,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.02267882,1.360,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6014.00,1.13,1.08,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m43.32s,296.6804876,+41d23m11.50s,41.3865279,1068.6800000,15.0660000,13.0430000,14.7637000,2016-05-06,2016-05,2016-05-10
Kepler-758 b,Kepler-758,b,1,1,4,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.10971040,2.480,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6228.00,1.42,1.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,1502.3200000,14.3790000,13.1100000,14.3267000,2016-05-06,2016-05,2016-05-10
Kepler-758 c,Kepler-758,c,1,1,4,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.75793986,1.690,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6228.00,1.42,1.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,1502.3200000,14.3790000,13.1100000,14.3267000,2016-05-06,2016-05,2016-05-10
Kepler-758 d,Kepler-758,d,1,1,4,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.49661970,2.120,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6228.00,1.42,1.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,1502.3200000,14.3790000,13.1100000,14.3267000,2016-05-06,2016-05,2016-05-10
Kepler-758 e,Kepler-758,e,1,1,4,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.19347190,1.530,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6228.00,1.42,1.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,1502.3200000,14.3790000,13.1100000,14.3267000,2016-05-06,2016-05,2016-05-10
Kepler-759 b,Kepler-759,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,41.80598500,2.270,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5860.00,1.04,1.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m31.54s,290.1314231,+41d22m53.16s,41.3814345,1073.4800000,14.5790000,12.9670000,14.7869000,2016-05-06,2016-05,2016-05-10
Kepler-76 b,Kepler-76,b,1,1,1,Orbital Brightness Modulation,2013,Kepler,Published Confirmed,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.54492980,15.244,638.83830,Mass,,2140,77.550,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,6409.00,1.32,1.20,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m46.11s,294.1921185,+39d37m08.30s,39.6189727,822.9600000,13.4740000,12.0920000,13.2755000,2015-10-07,2015-05,2015-10-15
Kepler-760 b,Kepler-760,b,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.70419416,3.060,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5322.00,0.85,0.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,792.3360000,15.1810000,13.2390000,15.0731000,2016-05-06,2016-05,2016-05-10
Kepler-760 c,Kepler-760,c,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.46697439,1.480,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5322.00,0.85,0.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,792.3360000,15.1810000,13.2390000,15.0731000,2016-05-06,2016-05,2016-05-10
Kepler-761 b,Kepler-761,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.12804789,2.030,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5706.00,0.93,0.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m00.86s,290.5035990,+44d08m37.05s,44.1436249,830.7070000,14.9930000,13.2020000,14.7087000,2016-05-06,2016-05,2016-05-10
Kepler-762 b,Kepler-762,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.77055210,12.680,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5944.00,1.08,1.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m06.16s,291.2756631,+47d19m46.24s,47.3295107,1898.2600000,15.5740000,13.9690000,15.4266000,2016-05-06,2016-05,2016-05-10
Kepler-763 b,Kepler-763,b,1,1,3,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.19655156,1.220,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5166.00,0.80,0.84,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m34.69s,292.1445534,+47d09m26.50s,47.1573604,962.4590000,15.9650000,13.7520000,15.6824000,2016-05-06,2016-05,2016-05-10
Kepler-763 c,Kepler-763,c,1,1,3,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.09667624,1.420,,,0.000000,938,89.430,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4999.00,0.84,0.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m34.69s,292.1445534,+47d09m26.50s,47.1573604,962.4590000,15.9650000,13.7520000,15.6824000,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-763 d,Kepler-763,d,1,1,3,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,6.50327035,1.670,,,0.000000,804,89.760,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4999.00,0.84,0.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m34.69s,292.1445534,+47d09m26.50s,47.1573604,962.4590000,15.9650000,13.7520000,15.6824000,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-764 b,Kepler-764,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.33683936,1.640,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5557.00,0.89,0.92,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m34.35s,297.3931183,+47d09m52.49s,47.1645814,1047.8400000,15.5550000,13.6220000,15.3002000,2016-05-06,2016-05,2016-05-10
Kepler-765 b,Kepler-765,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,27.66552260,2.430,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5901.00,1.06,1.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m44.31s,283.1846044,+47d09m20.56s,47.1557114,1076.2800000,14.7090000,13.1750000,14.5996000,2016-05-06,2016-05,2016-05-10
Kepler-766 b,Kepler-766,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.10027804,3.390,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5992.00,1.15,1.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m44.28s,293.1845144,+37d58m11.41s,37.9698357,2297.6200000,15.8250000,13.9940000,15.6480000,2016-05-06,2016-05,2016-05-10
Kepler-767 b,Kepler-767,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,161.52801010,6.640,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5694.00,0.94,0.96,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m19.00s,291.5791562,+38d02m08.90s,38.0358066,2251.0300000,15.6780000,13.8120000,15.4176000,2016-05-06,2016-05,2016-05-10
Kepler-768 b,Kepler-768,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.39100250,1.790,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5108.00,0.78,0.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m27.76s,294.1156858,+38d23m36.38s,38.3934378,784.5600000,15.9690000,13.5140000,15.7232000,2016-05-06,2016-05,2016-05-10
Kepler-769 b,Kepler-769,b,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.42608998,2.920,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6186.00,1.28,1.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.5700000,14.9840000,13.3920000,14.7604000,2016-05-06,2016-05,2016-05-10
Kepler-769 c,Kepler-769,c,1,1,2,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,15.98701740,1.790,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6186.00,1.28,1.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.5700000,14.9840000,13.3920000,14.7604000,2016-05-06,2016-05,2016-05-10
Kepler-77 b,Kepler-77,b,1,1,1,Transit,2013,Kepler,Published Confirmed,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,3.57878087,10.761,136.66100,Mass,0.000000,1440,88.000,0,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,G5 V,5520.00,0.99,0.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.4110000,14.1520000,12.3610000,13.9172000,2014-05-14,2013-09,2014-05-14
Kepler-770 b,Kepler-770,b,1,1,3,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.92540274,2.300,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5598.00,0.92,0.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.4570000,14.8520000,12.9230000,14.5966000,2016-05-06,2016-05,2016-05-10
Kepler-770 c,Kepler-770,c,1,1,3,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.47532231,1.200,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5598.00,0.92,0.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.4570000,14.8520000,12.9230000,14.5966000,2016-05-06,2016-05,2016-05-10
Kepler-770 d,Kepler-770,d,1,1,3,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.15244722,1.400,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5598.00,0.92,0.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.4570000,14.8520000,12.9230000,14.5966000,2016-05-06,2016-05,2016-05-10
Kepler-771 b,Kepler-771,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.73485836,1.820,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5906.00,1.05,1.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.8500000,14.9580000,13.2020000,14.7461000,2016-05-06,2016-05,2016-05-10
Kepler-772 b,Kepler-772,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.99207337,1.820,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5714.00,1.11,0.98,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m41.66s,291.4235820,+38d12m59.62s,38.2165603,1130.2100000,14.1450000,12.2990000,13.9556000,2016-05-06,2016-05,2016-05-10
Kepler-773 b,Kepler-773,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.74910006,1.430,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5850.00,1.01,1.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.0260000,13.3870000,11.8880000,13.2797000,2016-05-06,2016-05,2016-05-10
Kepler-774 b,Kepler-774,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.08957230,3.170,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6403.00,2.42,1.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m07.65s,291.0318604,+38d12m42.82s,38.2118940,917.8040000,12.8860000,11.6400000,12.7699000,2016-05-06,2016-05,2016-05-10
Kepler-775 b,Kepler-775,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.97486893,1.190,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5468.00,0.84,0.92,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.6760000,13.5640000,11.7740000,13.4673000,2016-05-06,2016-05,2016-05-10
Kepler-776 b,Kepler-776,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.89718784,1.280,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5071.00,0.78,0.83,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.9040000,15.5620000,13.3190000,15.4200000,2016-05-06,2016-05,2016-05-10
Kepler-777 b,Kepler-777,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.72812599,1.470,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4043.00,0.56,0.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.1060000,16.1310000,13.0460000,15.9397000,2016-05-06,2016-05,2016-05-10
Kepler-778 b,Kepler-778,b,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.75574426,1.680,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5102.00,0.77,0.81,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.1680000,15.9590000,13.7880000,15.7514000,2016-05-06,2016-05,2016-05-10
